date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,hour,day_of_week,month,is_weekend,working_hours,hour_sin,hour_cos,indoor_temp_mean,indoor_temp_std,indoor_humidity_mean,indoor_humidity_std,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168
2016-01-18 17:00:00,35.0,0.0,19.172222222222217,41.17555555555557,17.962222222222234,41.53,19.5,40.693888888888885,18.616666666666667,38.08472222222222,17.401111111111117,54.82077777777778,-1.4488888888888898,90.02805555555555,18.774555555555548,34.3834126984127,19.424833333333336,41.78816666666667,17.072222222222234,37.27333333333333,-1.5333333333333332,756.6,84.08333333333333,2.4166666666666665,26.916666666666668,-3.9583333333333335,33.580220178312935,33.580220178312935,17,0,1,0,1,-0.9659258262890683,-0.25881904510252063,16.274993827160497,6.701994088184424,50.3861246031746,20.102894035256398,46.666666666666664,455.0,55.0,61.80555555555555,50.70259182759191,113.7797619047619
2016-01-18 18:00:00,300.0,8.333333333333334,19.1,41.075555555555546,17.812222222222214,41.527777777777764,19.357222222222234,40.32444444444445,18.457222222222217,38.15722222222222,17.348333333333333,54.53013888888888,-2.148333333333333,90.3687037037037,18.650000000000002,34.54666666666667,19.445055555555566,42.151972222222234,17.0,37.18569444444445,-2.2083333333333335,756.6,85.33333333333333,3.0,24.0,-4.358333333333333,23.907803699451808,23.907803699451808,18,0,1,0,1,-1.0,-1.8369701987210297e-16,16.113524691358023,6.902517241177036,50.520150925925925,20.40094978308406,35.0,268.3333333333333,176.66666666666666,63.125,56.40243703406446,114.51388888888889
2016-01-18 19:00:00,195.0,8.333333333333334,19.57444444444445,42.05777777777778,18.263749999999998,42.20388888888888,19.488888888888884,40.26555555555555,18.31777777777778,38.39333333333334,17.41391608391608,57.86540792540793,-2.7390740740740718,90.02564814814814,18.518333333333334,34.834027777777784,19.974520202020198,43.37515467171716,16.91444444444443,37.404444444444444,-2.5,756.725,80.91666666666667,3.0,25.25,-5.333333333333333,23.11502664233558,23.11502664233558,19,0,1,0,0,-0.9659258262890684,0.2588190451025203,16.19188901119456,7.169739728744943,50.73419051897177,19.437200138359355,300.0,101.66666666666667,173.33333333333334,67.01388888888889,62.104748600342305,114.64285714285714
2016-01-18 20:00:00,558.3333333333334,10.0,20.258611111111097,41.40708333333333,19.100555555555566,42.037777777777784,20.196666666666683,43.094444444444456,18.611666666666668,38.59097222222221,18.65805555555555,81.30254629629631,-3.0766666666666667,89.67509259259259,18.319523809523815,33.47457671957673,20.168571428571415,43.17440476190476,17.010000000000016,39.33,-2.7083333333333335,756.8583333333332,80.08333333333333,2.5833333333333335,25.75,-5.675,24.173468378527712,24.173468378527712,20,0,1,0,0,-0.8660254037844386,0.5000000000000001,16.582998236331573,7.448865632188095,53.21702314814816,21.354395901397403,195.0,110.0,125.0,85.69444444444444,117.93197567101234,117.22222222222221
2016-01-18 21:00:00,345.0,11.666666666666666,20.642222222222234,40.16444444444445,19.583787878787884,40.143585858585844,21.028888888888883,45.406666666666666,21.14000000000002,37.362222222222215,18.175202020202033,82.30168939393941,-3.7387962962962966,86.93268518518518,18.124074074074066,31.700291005290982,20.312222222222214,42.215277777777764,16.84555555555555,37.391666666666666,-3.4166666666666665,756.7166666666667,84.25,2.0,22.333333333333332,-5.75,25.137962953886017,25.137962953886017,21,0,1,0,0,-0.7071067811865477,0.7071067811865474,16.90146184062851,7.881647064108253,52.78685292207791,22.191013923296182,558.3333333333334,130.0,103.33333333333333,94.65277777777777,129.08258522501617,118.66071428571429
2016-01-18 22:00:00,56.666666666666664,13.333333333333334,20.73,38.4388888888889,19.7,38.479166666666664,20.589166666666667,41.8011111111111,21.040000000000017,36.78444444444443,17.805833333333336,70.88261111111112,-4.747777777777778,83.58509259259257,18.0,31.656666666666666,20.23,42.24744444444445,16.992777777777786,39.17666666666667,-4.375,756.6,86.83333333333333,1.5833333333333333,38.33333333333333,-6.308333333333334,21.209148205040645,21.209148205040645,22,0,1,0,0,-0.5000000000000004,0.8660254037844384,16.704444444444444,8.175180406086946,50.988542592592594,20.9044128501299,345.0,55.0,266.6666666666667,94.72222222222223,129.06077161448488,117.41071428571429
2016-01-18 23:00:00,45.0,13.333333333333334,20.566666666666666,38.81666666666665,19.44305555555555,39.058472222222235,20.207222222222214,40.812777777777804,20.51333333333335,37.78555555555555,17.638888888888882,66.41659226190474,-5.551388888888888,82.97370370370372,18.0,33.10942265795207,20.158333333333335,43.533888888888875,16.932777777777783,39.17611111111112,-4.733333333333333,756.6,87.58333333333333,1.0,64.41666666666667,-6.4750000000000005,24.229260708671063,24.229260708671063,23,0,1,0,0,-0.25881904510252157,0.9659258262890681,16.43432098765432,8.354582503402291,50.92665241791161,20.230148516982972,56.666666666666664,63.333333333333336,56.666666666666664,93.95833333333333,129.3086526764733,117.34126984126983
2016-01-19 00:00:00,46.666666666666664,3.3333333333333335,20.30388888888888,39.31388888888888,19.029999999999998,39.29444444444443,19.881666666666664,40.218333333333334,20.12333333333333,38.45666666666667,17.504629629629633,64.57037566137566,-5.927685185185186,83.55768518518518,17.9437870115995,33.60065196377697,20.08666666666667,44.4172800925926,16.85944444444445,39.14138888888888,-4.541666666666667,756.6,88.66666666666667,1.0,65.0,-6.133333333333333,24.78510023211129,24.78510023211129,0,1,1,0,0,0.0,1.0,16.200636828449326,8.39431624874356,51.12373817918193,20.266676448883626,45.0,45.0,141.66666666666666,94.02777777777777,129.28166144940096,116.77579365079366
2016-01-19 01:00:00,45.0,0.0,20.037222222222216,39.25333333333334,18.632222222222232,39.06,19.780833333333334,40.27583333333333,19.585555555555548,38.45555555555555,17.389907407407417,63.21685185185185,-5.524907407407407,85.56611111111108,17.88175925925925,33.762685185185184,19.89824074074075,44.766481481481485,16.84555555555555,39.69777777777778,-4.4750000000000005,756.4333333333334,89.75,1.0,46.25,-5.941666666666666,23.617175807400297,23.617175807400297,1,1,1,0,0,0.25881904510252074,0.9659258262890683,16.058487654320988,8.178123437428598,51.380462962962966,20.711840690377315,46.666666666666664,43.333333333333336,168.33333333333334,94.09722222222223,129.25369127001477,116.04166666666667
2016-01-19 02:00:00,33.333333333333336,0.0,19.756111111111114,39.10333333333333,18.337222222222213,39.12402777777779,19.823333333333334,40.45444444444445,19.180555555555546,38.427777777777784,17.292962962962964,62.23416666666665,-5.351851851851851,85.68046296296295,17.794629629629632,33.84907407407407,19.739166666666666,45.35009259259258,16.823333333333334,40.16111111111112,-4.383333333333334,756.3249999999999,89.25,1.0,38.33333333333333,-5.916666666666667,24.915988015709445,24.915988015709445,2,1,1,0,0,0.49999999999999994,0.8660254037844387,15.932829218106994,8.060067105511672,51.36344907407407,20.51037323860243,45.0,43.333333333333336,45.0,93.68055555555556,129.4404337356309,115.97222222222221
